transaction_id,amount,contract_duration,department,bidding_process,num_bidders,winning_bid_ratio,supplier,previous_contracts,officer_id,officer_tenure,is_fraud
TX-000043,48242.23115461086,12,health,open,5,0.5,Vendor-47,0,OFF-3827,3.0559440278959116,0
TX-000044,81042.09824444521,24,defense,open,7,0.5,Vendor-60,2,OFF-6583,1.9485225029825828,0
TX-000045,230626.97675367922,12,education,open,4,0.52955951870198,Vendor-12,3,OFF-7027,0.7422768172832122,0
TX-000046,89079.43007769264,36,defense,open,4,0.5,Vendor-277,2,OFF-3402,2.3487134970321644,0
TX-000047,65484.235128778855,12,health,direct,5,0.5,Vendor-213,0,OFF-5967,2.2646152287738266,0
TX-000048,69942.63059006393,36,health,open,9,0.5,Vendor-191,2,OFF-1417,6.036602733747951,0
TX-000049,108575.66820240061,6,defense,direct,1,0.5,Vendor-63,1,OFF-3986,1.5179032311722531,1
TX-000050,41281.586725263136,24,defense,open,3,0.5,Vendor-166,1,OFF-8306,0.16404382853592547,0
TX-000051,54959.85590616813,3,health,restricted,2,0.9619571673876197,Vendor-130,0,OFF-3649,1.0500507038530742,0
TX-000052,157488.61967871254,12,education,open,2,0.5,Vendor-274,2,OFF-7931,0.3424103926251892,0
TX-000053,106406.3807661532,12,health,open,7,0.5,Vendor-22,2,OFF-1257,2.5880231090568753,0
TX-000054,89758.042023944,24,health,open,5,0.5,Vendor-273,5,OFF-2116,4.107425568276909,0
TX-000055,162800.6782339517,12,education,open,4,0.5,Vendor-284,1,OFF-2023,1.1060617608577532,0
TX-000056,45734.28918907627,12,infrastructure,restricted,5,0.5,Vendor-115,1,OFF-4916,6.842393114748871,0
TX-000057,63921.74586154902,24,education,open,5,0.5,Vendor-74,2,OFF-5293,1.2772118973544533,0
TX-000058,103946.5152390697,24,health,open,6,0.625,Vendor-142,1,OFF-4712,3.299403854302782,1
TX-000059,101345.72952986816,3,health,open,5,0.5,Vendor-172,2,OFF-2370,4.421169082297626,0
TX-000060,21292.278714920652,24,health,direct,3,0.5,Vendor-37,1,OFF-3724,1.0236398372633881,0
TX-000061,59023.07068025574,12,health,open,6,0.5034244612712502,Vendor-97,0,OFF-4132,1.3186913236091042,0
TX-000062,73349.91851808032,24,health,open,7,0.5,Vendor-151,0,OFF-6573,7.975989378349592,0
TX-000063,112230.27710158839,6,health,restricted,7,0.5135773572400673,Vendor-215,2,OFF-2646,2.9313141966812126,0
TX-000064,101088.18207587997,6,education,direct,6,0.9990842930746123,Vendor-142,2,OFF-2232,1.1966447643337028,0
TX-000065,78619.64820006544,12,health,restricted,4,0.5,Vendor-140,1,OFF-7431,0.1,0
TX-000066,10705.254095300032,6,health,direct,6,0.5,Vendor-294,2,OFF-1201,0.1,0
TX-000067,81633.55972257303,12,education,open,3,0.625,Vendor-259,6,OFF-2635,0.2947615593809795,1
TX-000068,87281.95138926117,12,defense,restricted,6,0.5,Vendor-106,2,OFF-1054,6.465458839295662,0
TX-000069,364899.88943914353,12,education,restricted,3,0.5,Vendor-136,5,OFF-5117,0.748329633628223,0
TX-000070,71522.98863153165,12,health,open,3,0.5,Vendor-160,1,OFF-2329,1.9762786717846534,0
TX-000071,104352.97612319987,12,health,open,5,0.5,Vendor-83,3,OFF-7916,0.6071374188447116,0
TX-000072,181010.63794404827,6,defense,open,4,0.9449314726820223,Vendor-278,4,OFF-4726,3.295729852813027,0
TX-000073,141903.63482361802,3,health,direct,4,0.5,Vendor-44,2,OFF-3559,3.2837812734813743,0
TX-000074,210640.22903057394,24,health,open,6,0.6741896111222274,Vendor-150,6,OFF-2058,1.525975379726762,1
TX-000075,21645.61097038432,24,health,open,4,0.5,Vendor-193,2,OFF-9468,5.258601914758853,0
TX-000076,34353.09470801628,3,health,restricted,6,0.625,Vendor-18,1,OFF-4790,10.951473615863618,1
TX-000077,51863.352222111345,24,education,open,3,0.5,Vendor-191,1,OFF-7027,2.586442854643767,0
TX-000078,17965.859742612734,6,health,open,6,0.5,Vendor-106,1,OFF-8684,2.739368215830357,0
TX-000079,87837.86468040738,6,health,open,1,0.625,Vendor-279,6,OFF-8406,1.8670036188859345,1
TX-000080,36958.88552852585,12,health,open,8,0.5,Vendor-150,1,OFF-4427,0.13133543840364775,0
TX-000081,228760.43733410453,12,health,open,3,0.9135224550744758,Vendor-66,2,OFF-4270,2.7378118933676614,0
TX-000082,42310.04402226446,3,defense,open,5,0.5,Vendor-270,2,OFF-5578,2.048053415605616,0
TX-000083,64225.16089348198,24,education,open,8,0.5762532951495929,Vendor-33,2,OFF-5254,0.49783600434052927,0
TX-000084,147648.10798521264,24,defense,open,1,0.5,Vendor-193,1,OFF-3040,0.7437392689521984,0
TX-000085,26456.902848374673,36,education,restricted,2,0.5,Vendor-60,2,OFF-3618,1.019363820577528,0
TX-000086,16679.158245499555,3,health,open,1,0.7119560178658892,Vendor-52,2,OFF-2153,3.155574385216272,0
TX-000087,95828.58718888061,24,health,open,2,0.5,Vendor-169,2,OFF-4796,3.3037470097672355,0
TX-000088,101259.52428748766,12,education,open,2,0.5,Vendor-182,4,OFF-2639,10.609691957462623,0
TX-000089,144672.73199119154,12,education,open,2,0.5,Vendor-65,2,OFF-4617,0.7574409882234082,0
TX-000090,121768.8610013874,24,education,open,7,0.7670077219107035,Vendor-294,3,OFF-9513,0.4366852791424257,0
TX-000091,104011.18352851446,12,infrastructure,open,8,0.7239232236483281,Vendor-42,2,OFF-6707,0.1,1
TX-000092,46694.070847711315,12,health,restricted,3,0.5,Vendor-117,2,OFF-2336,4.431882316268972,0
TX-000093,99242.24558184721,12,infrastructure,open,6,0.5,Vendor-126,1,OFF-4774,14.487284234384708,0
TX-000094,103718.71300803512,12,health,open,3,0.5,Vendor-62,2,OFF-8308,11.066896480526562,0
TX-000095,45204.21464042588,24,defense,open,2,0.5,Vendor-154,4,OFF-9584,8.042567190581304,0
TX-000096,271103.77598892135,24,health,open,7,0.5,Vendor-248,3,OFF-2944,0.48140215045344825,0
TX-000097,117813.67853840548,12,education,open,14,0.5,Vendor-33,3,OFF-5953,1.1638992687259138,0
TX-000098,34923.08727351983,6,education,open,7,0.5,Vendor-243,3,OFF-2043,2.601168081063852,0
TX-000099,145163.8952601131,6,defense,open,8,0.9752928744101745,Vendor-2,1,OFF-8749,0.44384321042665165,0
TX-000100,162269.757020195,6,health,open,3,0.5473698602505864,Vendor-82,3,OFF-8296,5.624263659880227,0
TX-000101,112918.91743807078,6,health,open,6,0.5,Vendor-177,3,OFF-7580,2.0359290911578825,0
TX-000102,68475.99190694651,12,education,open,6,0.5,Vendor-219,2,OFF-6769,9.515884913718253,0
TX-000103,43534.267302310494,24,education,restricted,2,0.5,Vendor-83,2,OFF-3328,10.760483846546824,0
TX-000104,78454.8598176049,6,health,restricted,3,0.5,Vendor-144,2,OFF-6672,1.4382138382222154,0
TX-000105,107351.2972861151,24,health,open,7,0.5,Vendor-50,1,OFF-5058,5.891740941932877,0
TX-000106,84175.42248458245,12,health,open,8,0.5,Vendor-290,0,OFF-8192,0.7606059469468311,0
TX-000107,216776.36084938076,12,defense,open,3,0.5,Vendor-262,3,OFF-2543,0.37751016809025184,0
TX-000108,130595.64179235279,12,defense,open,10,0.5,Vendor-222,0,OFF-4714,2.8888078501993437,0
TX-000109,39346.0027188966,12,defense,direct,3,0.9484349578716699,Vendor-156,3,OFF-9909,0.1,0
TX-000110,31559.382741461188,12,health,restricted,4,0.625,Vendor-200,3,OFF-1594,1.0836378081580464,1
TX-000111,118517.55575086457,12,education,direct,3,0.625,Vendor-227,5,OFF-4211,0.10233263336032561,1
TX-000112,69725.12629846753,6,health,open,1,0.625,Vendor-103,3,OFF-5555,3.495836194412785,1
TX-000113,138440.607309468,3,education,open,3,0.5,Vendor-177,0,OFF-1626,2.544145789170625,0
TX-000114,117765.2814293246,24,defense,restricted,5,0.5,Vendor-87,2,OFF-3012,2.328667906371107,0
TX-000115,78720.09397131302,6,education,open,3,0.5,Vendor-201,1,OFF-3337,2.194361916261661,0
TX-000116,39753.03405300284,12,defense,open,3,0.5,Vendor-242,5,OFF-1607,1.4535497961437727,0
TX-000117,18809.986234326097,24,health,open,8,0.5,Vendor-150,2,OFF-8358,4.704209121348295,0
TX-000118,97931.03708488948,24,education,open,2,0.5,Vendor-130,2,OFF-7706,1.1095188816300594,0
TX-000119,26012.57668095161,6,health,restricted,3,0.5,Vendor-127,2,OFF-6702,4.383716604481471,0
TX-000120,38310.20647028486,24,defense,open,5,0.56433717967364,Vendor-173,1,OFF-5904,3.744087586972414,0
TX-000121,93655.3139993324,12,education,open,7,0.5,Vendor-159,4,OFF-4348,1.6572037651766311,0
TX-000122,87147.44377596461,6,education,open,7,0.5,Vendor-67,1,OFF-1814,0.8471082409919868,0
TX-000123,29186.0978236741,12,education,open,6,0.5,Vendor-71,2,OFF-5398,7.512160576333976,0
TX-000124,174616.32817617766,24,defense,direct,9,0.5,Vendor-112,1,OFF-6944,2.9939239645919464,0
TX-000125,171542.92152242042,6,education,open,5,0.5,Vendor-201,2,OFF-7116,3.332135040624639,0
TX-000126,121195.71041879323,24,health,open,5,0.5,Vendor-269,1,OFF-5417,6.817297763665639,0
TX-000127,121092.22270489903,3,defense,open,2,0.9240375266672184,Vendor-239,1,OFF-1851,1.1657133433250455,0
TX-000128,121196.73945653657,12,education,open,7,0.5,Vendor-284,3,OFF-7579,0.2680794617824547,0
TX-000129,161327.99734285317,6,education,open,6,0.5,Vendor-142,1,OFF-2857,0.6915327355647652,0
TX-000130,132848.76804141243,12,education,restricted,4,0.5,Vendor-104,1,OFF-9775,1.399162588819271,0
TX-000131,42739.890537376814,6,health,open,2,0.8623836742389789,Vendor-188,1,OFF-6910,5.408597642319721,0
TX-000132,68962.42403521601,6,infrastructure,open,5,0.5,Vendor-126,3,OFF-4656,4.9272162751185515,0
TX-000133,339826.6099112244,6,education,direct,6,0.5,Vendor-5,2,OFF-6249,2.071455264638103,0
TX-000134,11574.215953563511,24,health,restricted,4,0.625,Vendor-242,3,OFF-6869,0.47132813265670925,1
TX-000135,56431.485473472865,6,infrastructure,open,3,0.6590363375707564,Vendor-251,0,OFF-4128,1.1360621441826984,0
TX-000136,175240.6278014148,12,infrastructure,open,8,0.5,Vendor-78,1,OFF-7775,0.2443967733522961,0
TX-000137,45163.34131179183,12,health,open,5,0.5506641776248109,Vendor-164,2,OFF-9358,2.318336264212082,0
TX-000138,135348.96441746116,6,infrastructure,open,6,0.5,Vendor-248,2,OFF-8806,0.8195292851034179,0
TX-000139,86309.73191984276,12,education,direct,1,0.5,Vendor-266,0,OFF-6389,2.213569274060929,0
TX-000140,47952.24585148211,12,health,restricted,5,0.5,Vendor-48,4,OFF-3384,2.9452744798761703,0
TX-000141,9050.560856057931,12,infrastructure,restricted,6,0.5,Vendor-245,1,OFF-3875,2.14584472548998,0
TX-000142,95957.6259967734,24,health,open,6,0.5,Vendor-243,3,OFF-6088,0.13312862471057696,0
TX-000143,41930.46607414221,3,education,open,1,0.625,Vendor-8,0,OFF-9066,0.22532888795484982,1
TX-000144,76144.36876374038,24,defense,open,4,0.625,Vendor-85,2,OFF-5192,14.2551074788785,1
TX-000145,120365.0484962888,24,defense,open,4,0.5,Vendor-68,1,OFF-8248,5.508893031483524,0
TX-000146,152640.6149173539,6,health,open,4,0.5,Vendor-37,4,OFF-9170,0.3367566530235614,1
TX-000147,56281.61778870119,12,health,restricted,4,0.5,Vendor-62,2,OFF-2969,5.763318758613985,0
TX-000148,47875.08076620838,12,health,direct,3,0.9135707437034726,Vendor-19,1,OFF-1164,8.327340598904962,0
TX-000149,25565.303896414836,12,health,direct,3,0.5,Vendor-220,2,OFF-2504,4.174877717274842,0
TX-000150,157731.45361982085,12,defense,open,3,0.5,Vendor-129,2,OFF-5891,0.5356179524303384,0
TX-000151,309086.2987754305,6,defense,open,5,0.5,Vendor-167,0,OFF-5725,0.7634977495069619,0
TX-000152,169323.81915998337,12,education,open,11,0.5,Vendor-131,0,OFF-1079,2.1315887314555093,0
TX-000153,194780.05263213502,6,defense,open,4,0.5,Vendor-155,5,OFF-9096,4.228371383212814,0
TX-000154,45491.70477611579,12,health,open,6,0.5,Vendor-108,0,OFF-6991,0.6063619867176493,0
TX-000155,115390.08325278366,24,defense,restricted,6,0.5,Vendor-205,3,OFF-7406,5.331401688511125,0
TX-000156,144003.47494803887,3,education,restricted,5,0.7326068989471155,Vendor-75,1,OFF-8839,0.9959900399827077,0
TX-000157,33156.92987156606,12,education,open,5,0.5,Vendor-184,3,OFF-8540,1.2924907036743827,0
TX-000158,239357.6073132981,12,health,open,5,0.5,Vendor-235,3,OFF-3491,1.2518196713699252,0
TX-000159,20910.671680049167,6,health,open,3,0.5,Vendor-202,1,OFF-3749,3.004619890315343,0
TX-000160,215282.8507947892,12,health,open,2,0.5,Vendor-116,2,OFF-5299,0.2655025898070487,0
TX-000161,20764.106384846044,3,health,restricted,5,0.5,Vendor-123,2,OFF-5219,0.4595035508817472,0
TX-000162,34676.882997238754,12,health,open,7,0.5,Vendor-82,2,OFF-3889,2.0041904523279244,0
TX-000163,116862.52465681688,12,education,open,5,0.5,Vendor-231,4,OFF-7398,0.9975502855274188,0
TX-000164,87920.73191359731,12,education,restricted,7,0.5,Vendor-33,2,OFF-1461,2.5402486974809566,0
TX-000165,60853.831658850555,6,health,open,6,0.5,Vendor-190,1,OFF-8446,7.906079402932814,0
TX-000166,233357.190269492,6,health,restricted,5,0.5,Vendor-231,2,OFF-1072,6.6447104069271425,0
TX-000167,26248.634405102894,12,defense,restricted,4,0.5334899437307743,Vendor-73,2,OFF-5884,3.180708331425387,0
TX-000168,73914.61002798298,3,health,restricted,5,0.5,Vendor-206,5,OFF-2370,0.3585363963033611,0
TX-000169,127369.75452494524,6,health,restricted,3,0.5,Vendor-4,1,OFF-2862,2.8918833243250024,0
TX-000170,102819.04551025158,24,health,open,4,0.5,Vendor-223,2,OFF-2383,8.035995207284033,0
TX-000171,49254.47856009797,6,education,open,6,0.5,Vendor-36,3,OFF-3456,19.425696420044925,0
TX-000172,50785.52919827184,12,health,open,6,0.5,Vendor-2,0,OFF-4281,10.00734245075845,0
TX-000173,151084.99611293865,12,education,open,5,0.5,Vendor-153,3,OFF-7136,0.30835768971113564,0
TX-000174,155934.56594328853,6,health,open,3,0.5,Vendor-73,3,OFF-7193,0.8974499819539824,1
TX-000175,104784.94164144283,6,health,restricted,3,0.5,Vendor-216,1,OFF-2113,7.881670735617895,0
TX-000176,40458.59685827615,12,health,open,6,0.5,Vendor-149,2,OFF-3111,9.858893502417608,0
TX-000177,52151.69459558444,6,defense,restricted,3,0.5,Vendor-90,2,OFF-3482,0.4584115347458148,1
TX-000178,81991.40942317639,6,health,open,5,0.5,Vendor-102,1,OFF-5081,2.0805676104515824,0
TX-000179,91138.52869591113,6,health,open,9,0.5,Vendor-181,2,OFF-3242,0.8198328572987983,0
TX-000180,123871.80592390444,6,education,open,7,0.5,Vendor-240,1,OFF-8498,2.5087200463008523,0
TX-000181,70951.36113215897,36,education,open,3,0.5,Vendor-28,2,OFF-9737,2.1696643797579593,0
TX-000182,148775.61162511105,6,health,open,3,0.896586221486675,Vendor-172,3,OFF-3847,0.2543017233347896,0
TX-000183,147647.39143372566,12,education,direct,6,0.5143944685254065,Vendor-107,1,OFF-8260,5.066328188866245,0
TX-000184,199197.68415392624,12,health,open,3,0.5,Vendor-151,1,OFF-9604,3.0649311600552114,0
TX-000185,84696.49146184788,12,health,open,2,0.5,Vendor-123,2,OFF-1625,8.212910760298719,0
TX-000186,106058.44210133195,12,health,restricted,4,0.5,Vendor-98,3,OFF-8950,3.579265126628758,0
TX-000187,75211.76033070491,12,health,open,7,0.5718271040930838,Vendor-169,5,OFF-7813,7.723270209148065,0
TX-000188,40889.734125849944,24,education,open,3,0.8809195541989019,Vendor-101,1,OFF-7206,5.2439850898900335,0
TX-000189,304504.8109917565,6,education,open,3,0.943386606831057,Vendor-148,2,OFF-3086,2.0781865983659045,0
TX-000190,182670.836400452,6,health,open,1,0.8929181717082886,Vendor-116,2,OFF-4976,1.219214591684885,0
TX-000191,145592.14642259417,36,infrastructure,direct,10,0.5,Vendor-290,1,OFF-2008,8.701784698415832,0
TX-000192,82545.3046346095,24,health,direct,4,0.5,Vendor-295,1,OFF-5177,1.1958922909707574,0
TX-000193,37797.40521054802,6,health,open,6,0.5,Vendor-201,2,OFF-5154,1.7290018168821941,0
TX-000194,163454.69547766013,24,defense,open,9,0.5,Vendor-90,5,OFF-8596,0.3496257629335493,0
TX-000195,74196.68953514191,12,education,open,5,0.5,Vendor-194,2,OFF-1013,3.9206909399494334,0
TX-000196,112930.81588611573,12,education,direct,6,0.5,Vendor-236,1,OFF-3159,0.15493123807194306,0
TX-000197,51984.52260282366,24,education,open,6,0.5,Vendor-122,4,OFF-4647,8.069352944785079,0
TX-000198,100167.08758224933,12,infrastructure,open,4,0.5,Vendor-224,3,OFF-8666,3.9499228527714845,0
TX-000199,54706.603131012256,24,health,open,5,0.625,Vendor-105,7,OFF-5427,5.333548495576592,1
TX-000200,56475.975988335136,12,education,open,2,0.6566999923673724,Vendor-225,2,OFF-3903,0.7901550334865106,0
TX-000201,99227.46891250883,12,education,open,1,0.625,Vendor-119,5,OFF-9044,0.1,1
TX-000202,20453.27375469543,6,health,restricted,4,0.5,Vendor-159,1,OFF-6452,2.214312294423348,0
TX-000203,21498.45393040603,12,health,open,6,0.9740904116315505,Vendor-111,3,OFF-8372,4.116784072206342,0
TX-000204,45028.721895146075,12,health,open,6,0.5,Vendor-152,1,OFF-8340,0.2992120149366142,0
TX-000205,70300.75772755295,12,health,open,4,0.9122462146994124,Vendor-197,3,OFF-8385,2.5100295352053337,0
TX-000206,151859.64564431435,12,education,restricted,2,0.5,Vendor-91,1,OFF-2029,1.294451003031557,0
TX-000207,73429.81581675017,6,education,open,8,0.5,Vendor-13,0,OFF-4333,2.078430702794231,0
TX-000208,82144.01871197543,24,education,restricted,4,0.5,Vendor-174,0,OFF-6954,0.1,0
TX-000209,66054.72716907095,12,education,open,5,0.5,Vendor-244,1,OFF-8213,7.069599315601058,0
TX-000210,105948.72648693259,12,infrastructure,direct,3,0.5,Vendor-151,2,OFF-9623,20.0,0
TX-000211,40528.97793633623,12,education,open,5,0.5,Vendor-13,3,OFF-9802,2.288459987759283,0
TX-000212,76508.19670005415,12,education,open,8,0.5,Vendor-280,1,OFF-8249,0.8751393267944518,0
TX-000213,112046.2396286289,12,health,open,5,0.5,Vendor-233,2,OFF-5976,4.938367508960669,0
TX-000214,98651.54041163018,24,health,open,4,0.5,Vendor-113,4,OFF-4855,0.2484734758576592,0
TX-000215,84148.81498212914,24,defense,restricted,6,0.5,Vendor-90,1,OFF-1307,3.0785146506131555,0
TX-000216,84925.49187731581,6,defense,direct,2,0.5887193044538026,Vendor-84,0,OFF-9079,0.7914550594609402,0
TX-000217,119789.51634058863,12,defense,restricted,4,0.5,Vendor-300,0,OFF-3796,6.207577667925314,0
TX-000218,313909.9598439474,12,defense,restricted,6,0.5,Vendor-109,4,OFF-7434,10.448058779716234,0
TX-000219,42966.84166760844,12,health,open,6,0.5,Vendor-145,2,OFF-7138,5.776563487563101,0
TX-000220,319667.6163392528,24,education,open,4,0.5,Vendor-83,0,OFF-9146,2.6051305738547397,0
TX-000221,41289.4805664643,24,defense,open,8,0.8683288445020674,Vendor-252,1,OFF-8937,0.5224190817804286,0
TX-000222,7675.674763949053,12,education,open,6,0.5859467500062375,Vendor-123,1,OFF-5877,2.079020604014987,0
TX-000223,53794.50047265793,12,infrastructure,open,6,0.5,Vendor-63,4,OFF-4044,1.2406674490908975,0
TX-000224,107397.46304176754,24,education,restricted,4,0.9216634343814215,Vendor-130,0,OFF-6074,7.924472129103744,0
TX-000225,272579.84079901024,24,education,open,5,0.5,Vendor-137,3,OFF-5308,1.4192802042130237,0
TX-000226,37753.20841760743,6,infrastructure,direct,1,0.625,Vendor-88,8,OFF-2260,3.788833868799077,1
TX-000227,119290.40478013923,12,education,open,2,0.5,Vendor-259,3,OFF-7402,0.6126970104679491,0
TX-000228,23861.99723249696,24,infrastructure,open,6,0.8776010631525782,Vendor-43,3,OFF-3103,2.6637151037988747,0
TX-000229,266269.48441501043,6,health,open,5,0.5,Vendor-94,3,OFF-3466,5.46663099324863,0
TX-000230,185003.9905505276,3,education,open,2,0.5,Vendor-189,4,OFF-5856,0.3994375681923668,1
TX-000231,56568.792992840536,3,health,open,6,0.5,Vendor-152,0,OFF-7198,0.8530417405855035,0
TX-000232,204834.63955391583,6,health,open,5,0.5,Vendor-261,5,OFF-8011,11.289016934894072,0
TX-000233,76156.31886556033,24,health,direct,2,0.6162517774641312,Vendor-206,1,OFF-3024,2.0564880853422927,0
TX-000234,191491.0306334837,6,health,open,5,0.5,Vendor-52,0,OFF-2814,6.811546326746917,0
TX-000235,83672.2711746175,12,education,restricted,6,0.5,Vendor-93,2,OFF-3205,0.23296938471856532,0
TX-000236,86402.85263388972,24,education,direct,5,0.5,Vendor-119,1,OFF-1356,1.6098924577838147,0
TX-000237,57526.94396512139,24,defense,open,3,0.5,Vendor-11,0,OFF-9224,0.8918078511511525,0
TX-000238,130350.42707382813,12,health,open,2,0.5,Vendor-216,2,OFF-7681,2.4882450886906393,0
TX-000239,91342.06402831548,12,education,open,7,0.5,Vendor-82,2,OFF-2650,5.6111936084249345,0
TX-000240,121146.2972410616,6,health,open,2,0.625,Vendor-105,0,OFF-8973,4.1057717379244565,1
TX-000241,18352.686924648624,6,defense,open,5,0.5,Vendor-40,0,OFF-8530,3.568353831741425,0
TX-000242,196006.5370297258,6,education,open,3,0.5,Vendor-12,3,OFF-4946,0.9789761790123399,0
TX-000243,228914.55796558122,6,defense,restricted,7,0.5,Vendor-102,2,OFF-3140,4.165898123716548,0
TX-000244,91025.32944155841,12,health,restricted,7,0.5,Vendor-175,0,OFF-2711,15.870983931201392,0
TX-000245,299685.33209524455,6,health,open,7,0.5,Vendor-64,0,OFF-1853,0.1953151137438545,0
TX-000246,255752.0828205573,12,health,open,4,0.9672990634369629,Vendor-123,5,OFF-8009,4.886129589729901,0
TX-000247,132319.5920766498,24,health,direct,6,0.9183935851465486,Vendor-248,3,OFF-8431,4.531355199317389,0
TX-000248,206574.73160181293,12,defense,open,2,0.5,Vendor-78,0,OFF-8652,4.5998328406952504,0
TX-000249,172026.21241282488,12,health,open,4,0.5,Vendor-190,4,OFF-5444,1.391829997295108,0
TX-000250,13556.485045184652,24,health,open,2,0.5,Vendor-22,2,OFF-2677,1.8959955853217014,0
TX-000251,67124.81594729732,3,education,open,2,0.5,Vendor-27,2,OFF-5742,0.9242478901379685,0
TX-000252,138761.53867798683,12,education,direct,3,0.5,Vendor-193,0,OFF-9591,0.1905244424247578,0
TX-000253,238862.86491892723,6,health,restricted,1,0.625,Vendor-167,3,OFF-1377,1.7125744939933636,1
TX-000254,22222.195915717628,6,education,open,5,0.5,Vendor-297,0,OFF-3399,2.4281786368967446,0
TX-000255,14649.4535990789,6,education,open,5,0.5,Vendor-173,3,OFF-5736,1.7282851416118223,0
